"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LMNX","Luminex Corporation","18.55","$815.05M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","17.9","$428.27M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.55","$42.69M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","11.85","$270.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MACQ","M I Acquisitions, Inc.","10.01","$70.66M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/macq",
"MACQU","M I Acquisitions, Inc.","10.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/macqu",
"MACQW","M I Acquisitions, Inc.","0.35","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/macqw",
"MIII","M III Acquisition Corp.","9.8699","$189.6M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/miii",
"MIIIU","M III Acquisition Corp.","10.14","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/miiiu",
"MIIIW","M III Acquisition Corp.","0.3275","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/miiiw",
"MBVX","MabVax Therapeutics Holdings, Inc.","2.08","$13.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbvx",
"MCBC","Macatawa Bank Corporation","10.31","$349.93M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","13.41","$84.42M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","53.84","$3.41B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","21.5","$752.02M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","17.3","$210.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","6.81","$156.1M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","71.7","$1.7B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MGIC","Magic Software Enterprises Ltd.","7.85","$348.09M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","8.4","$134.83M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.2906","$17.32M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","12.56","$73.11M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","12.5","$1.08B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MSFG","MainSource Financial Group, Inc.","34.24","$826.4M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"MMYT","MakeMyTrip Limited","38.4","$1.98B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","23.01","$410.3M","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","21.8","$143.01M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","6.21","$76.06M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","19.16","$718.5M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","46.51","$3.23B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","5.25","$42.71M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","7.42","$122.82M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","16.1","$43.48M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","0.9","$86.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","35.53","$1.38B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MAPI","Mapi - Pharma Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mapi",
"MARA","Marathon Patent Group, Inc.","0.605","$11.68M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.77","$119.39M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","3.8","$7.6M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","1.54","$33.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","184.67","$6.94B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","25.4","$319.23M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","94.57","$36.17B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.73","$42.85M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","24.8","$810.59M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","19.7","$757.28M","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","15.49","$7.78B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","99.9","$5.14B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","18.47","$4.73B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","10.5","$496.92M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MPACU","Matlin & Partners Acquisition Corporation","10.02","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/mpacu",
"MTRX","Matrix Service Company","17.15","$456.08M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","22.13","$7.58B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","3.25","$105.49M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","69.8","$2.25B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","45.12","$12.76B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXPT","MaxPoint Interactive, Inc.","6.05","$40.13M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/mxpt",
"MXWL","Maxwell Technologies, Inc.","6.11","$198.85M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","34.74","$738.48M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","43","$3.6B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","26.7","$106.8M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MCFT","MCBC Holdings, Inc.","16.84","$313.87M","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","35.13","$841.28M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","8.55","$426.95M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","2.01","$48.5M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","17.1","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","0.437","$4.58M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","25.4","$7.48M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","5.57","$192.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","63.34","$3.69B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","2.87","$5.72M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdgs",
"MDWD","MediWound Ltd.","6.7","$146.93M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mdwd",
"MDVX","Medovex Corp.","1.35","$22.99M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvx",
"MDVXW","Medovex Corp.","0.1863","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvxw",
"MEDP","Medpace Holdings, Inc.","31.2","$1.27B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","1.56","$57.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/meip",
"MLCO","Melco Resorts & Entertainment Limited","20.96","$10.31B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mlco",
"MLNX","Mellanox Technologies, Ltd.","50.95","$2.53B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","16.9","$43.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MEMP","Memorial Production Partners LP","0.1194","$10.01M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/memp",
"MTSL","MER Telemanagement Solutions Ltd.","0.58","$5.08M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","230.63","$10.18B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","34.88","$574.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","12.35","$802.42M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MBVT","Merchants Bancshares, Inc.","50.8","$350.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbvt",
"MRCY","Mercury Systems Inc","38.38","$1.84B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mrcy",
"EBSB","Meridian Bancorp, Inc.","19.2","$1.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","14","$590.83M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vivo",
"MRDN","Meridian Waste Solutions, Inc","3.39","$23.54M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdn",
"MRDNW","Meridian Waste Solutions, Inc","0.5806","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/mrdnw",
"MMSI","Merit Medical Systems, Inc.","30.675","$1.53B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","3.22","$420.44M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mack",
"MSLI","Merus Labs International Inc.","0.776","$90.79M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/msli",
"MRUS","Merus N.V.","21.32","$328.48M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrus",
"MLAB","Mesa Laboratories, Inc.","141.5","$523.65M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","11.79","$947.21M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","90.5","$845.79M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MEOH","Methanex Corporation","45.95","$4.11B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MGCD","MGC Diagnostics Corporation","8.52","$37.38M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MGEE","MGE Energy Inc.","63.9","$2.22B","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","54.18","$905.34M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","5.13","$139.8M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","76.73","$16.61B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","26.99","$29.86B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MICT","Micronet Enertec Technologies, Inc.","1.3","$8.51M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.1649","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MSCC","Microsemi Corporation","50.49","$5.82B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","67.92","$524.85B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","190.68","$2.18B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","2.71","$184.61M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvis",
"MPB","Mid Penn Bancorp","27.4","$115.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","2.85","$69.4M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","2.28","$68.4M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","45.6","$127.84M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","39.93","$651M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","33.99","$529.52M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msbi",
"MOFG","MidWestOne Financial Group, Inc.","35.13","$428.92M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mofg",
"MIME","Mimecast Limited","23.9","$1.32B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","11.53","$1.28B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.46","$47.46M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","28.1","$1.15B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mb",
"NERV","Minerva Neurosciences, Inc","7.1","$260.6M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","12.99","$277.6M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","4.6","$114.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrtx",
"MIRN","Mirna Therapeutics, Inc.","2.03","$42.34M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mirn",
"MSON","MISONIX, Inc.","10.825","$97.68M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","4.68","$56.58M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","8","$266.19M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","6.92","$848.85M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","74.4","$4.01B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","23.25","$135.76M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","30.6","$1.36B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","4.5","$401.52M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobl",
"MOCO","MOCON, Inc.","29.85","$175.13M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/moco",
